,ride_date
15508,2017-04-24
15509,2021-11-06
15510,2021-11-06
15511,2019-12-27
15512,2021-11-06
15513,2019-02-06
15514,2018-07-20
15515,2020-01-10
15516,2017-01-30
15517,2021-11-06
15518,2019-08-29
15519,2019-03-26
15520,2018-11-15
15521,2021-11-06
15522,2017-11-18
15523,2018-11-27
15524,2017-12-24
15525,2019-05-22
15526,2021-11-06
15527,2019-06-23
15528,2021-11-06
15529,2019-09-27
15530,2017-09-15
15531,2021-11-06
15532,2017-02-18
15533,2019-05-16
15534,2018-05-26
15535,2017-06-27
15536,2017-11-06
15537,2019-09-22
15538,2019-05-16
15539,2019-08-15
15540,2018-02-25
15541,2017-01-30
15542,2018-10-09
15543,2019-12-08
15544,2019-12-13
15545,2018-08-18
15546,2017-09-27
15547,2021-11-06
15548,2017-06-16
15549,2017-08-07
15550,2020-01-06
15551,2019-01-21
15552,2018-06-15
15553,2018-10-30
15554,2018-07-10
15555,2018-10-06
15556,2019-03-11
15557,2019-05-01
15558,2017-09-25
15559,2018-04-23
15560,2021-11-06
15561,2017-01-31
15562,2017-03-11
15563,2018-12-10
15564,2018-03-25
15565,2019-01-29
15566,2021-11-06
15567,2019-01-23
15568,2017-09-07
15569,2021-11-06
15570,2021-11-06
15571,2019-01-13
15572,2019-06-03
15573,2018-05-30
15574,2017-08-19
15575,2018-11-11
15576,2021-11-06
15577,2018-11-09
15578,2021-11-06
15579,2019-04-26
15580,2017-05-10
15581,2021-11-06
15582,2017-01-24
15583,2018-03-29
15584,2017-02-06
15585,2018-11-10
15586,2017-02-14
15587,2018-04-10
15588,2019-03-28
15589,2018-10-08
15590,2021-11-06
15591,2017-02-06
15592,2021-11-06
15593,2021-11-06
15594,2019-06-10
15595,2021-11-06
15596,2019-02-23
15597,2017-07-09
15598,2017-09-15
15599,2021-11-06
15600,2019-12-05
15601,2018-10-02
15602,2018-10-01
15603,2018-07-07
15604,2020-01-14
15605,2021-11-06
15606,2021-11-06
15607,2017-03-29
15608,2019-11-16
15609,2021-11-06
15610,2018-07-09
15611,2017-06-30
15612,2017-11-30
15613,2019-02-26
15614,2021-11-06
15615,2018-09-05
15616,2018-03-24
15617,2021-11-06
15618,2019-05-27
15619,2018-03-11
15620,2018-06-11
15621,2021-11-06
15622,2017-06-28
15623,2021-11-06
15624,2017-06-07
15625,2019-08-11
15626,2018-11-02
15627,2017-04-07
15628,2019-09-17
15629,2021-11-06
15630,2020-02-13
15631,2018-02-15
15632,2018-10-07
15633,2017-12-28
15634,2017-04-24
15635,2017-01-18
15636,2018-03-13
15637,2018-11-08
15638,2017-11-15
15639,2017-04-12
15640,2018-07-08
15641,2021-11-06
15642,2021-11-06
15643,2017-09-05
15644,2017-08-30
15645,2021-11-06
15646,2018-11-18
15647,2019-09-17
15648,2020-01-26
15649,2017-10-19
15650,2019-05-15
15651,2021-11-06
15652,2021-11-06
15653,2018-04-21
15654,2018-02-14
15655,2021-11-06
15656,2019-12-13
15657,2017-06-12
15658,2020-01-07
15659,2018-06-13
15660,2017-11-17
15661,2019-08-21
15662,2017-10-24
15663,2018-12-02
15664,2018-11-16
15665,2019-02-11
15666,2019-03-06
15667,2019-04-20
15668,2021-11-06
15669,2019-01-19
15670,2017-05-06
15671,2019-07-12
15672,2019-05-15
15673,2019-01-21
15674,2018-05-22
15675,2017-08-02
15676,2017-11-20
15677,2020-02-09
15678,2018-12-17
15679,2019-05-06
15680,2021-11-06
15681,2019-04-01
15682,2017-08-14
15683,2021-11-06
15684,2017-02-19
15685,2021-11-06
15686,2021-11-06
15687,2018-06-08
15688,2019-08-07
15689,2019-12-18
15690,2018-07-03
15691,2021-11-06
15692,2019-10-21
15693,2019-04-19
15694,2019-12-27
15695,2021-11-06
15696,2019-11-19
15697,2018-05-07
15698,2020-01-22
15699,2019-12-27
15700,2019-06-19
15701,2019-03-13
15702,2021-11-06
15703,2019-03-16
15704,2018-04-07
15705,2018-01-04
15706,2017-06-05
15707,2019-07-15
15708,2019-10-18
15709,2017-10-06
15710,2021-11-06
15711,2021-11-06
15712,2021-11-06
15713,2017-04-11
15714,2018-12-03
15715,2018-05-30
15716,2021-11-06
15717,2017-08-15
15718,2019-01-17
15719,2021-11-06
15720,2019-04-05
15721,2019-08-08
15722,2019-05-13
15723,2017-05-11
15724,2018-05-12
15725,2017-07-24
15726,2021-11-06
15727,2019-08-30
15728,2021-11-06
15729,2017-07-27
15730,2017-08-02
15731,2021-11-06
15732,2018-05-16
15733,2019-04-13
15734,2018-02-18
15735,2021-11-06
15736,2018-12-29
15737,2020-01-12
15738,2018-10-24
15739,2017-11-27
15740,2018-07-16
15741,2019-08-05
15742,2019-05-29
15743,2017-03-14
15744,2019-06-13
15745,2018-07-05
15746,2019-08-15
15747,2017-05-20
15748,2021-11-06
15749,2021-11-06
15750,2017-12-24
15751,2019-12-08
15752,2019-10-15
15753,2018-10-11
15754,2017-02-24
15755,2019-08-23
15756,2017-08-05
15757,2018-10-06
15758,2018-12-12
15759,2017-06-09
15760,2021-11-06
15761,2019-07-06
15762,2019-08-13
15763,2021-11-06
15764,2017-11-10
15765,2017-03-27
15766,2017-09-04
15767,2021-11-06
15768,2017-09-02
15769,2017-03-11
15770,2021-11-06
15771,2017-11-19
15772,2021-11-06
15773,2019-10-28
15774,2019-05-10
15775,2021-11-06
15776,2019-03-13
15777,2018-01-18
15778,2020-02-06
15779,2021-11-06
15780,2021-11-06
15781,2017-09-04
15782,2017-03-03
15783,2017-04-02
15784,2019-08-14
15785,2019-08-29
15786,2018-04-05
15787,2018-12-15
15788,2019-08-26
15789,2019-06-14
15790,2017-02-13
15791,2021-11-06
15792,2019-01-04
15793,2017-08-20
15794,2018-08-17
15795,2019-03-27
15796,2021-11-06
15797,2021-11-06
15798,2018-04-06
15799,2021-11-06
15800,2019-02-26
15801,2018-11-30
15802,2021-11-06
15803,2019-04-27
15804,2019-04-08
15805,2017-02-14
15806,2018-03-26
15807,2019-09-25
15808,2019-06-03
15809,2017-03-20
15810,2019-06-25
15811,2017-09-07
15812,2017-04-16
15813,2019-09-25
15814,2021-11-06
15815,2017-03-18
15816,2019-12-07
15817,2018-03-17
15818,2018-02-21
15819,2019-05-05
15820,2021-11-06
15821,2017-09-26
15822,2019-06-06
15823,2017-06-03
15824,2021-11-06
15825,2019-03-03
15826,2018-11-14
15827,2018-04-25
15828,2018-06-12
15829,2018-10-17
15830,2021-11-06
15831,2017-02-08
15832,2019-06-14
15833,2017-02-01
15834,2021-11-06
15835,2019-08-24
15836,2021-11-06
15837,2020-01-01
15838,2019-11-10
15839,2017-09-16
15840,2017-10-19
15841,2017-09-09
15842,2017-08-10
15843,2018-02-27
15844,2017-08-10
15845,2017-07-26
15846,2018-01-15
15847,2019-03-20
15848,2021-11-06
15849,2018-11-23
15850,2017-02-12
15851,2017-06-10
15852,2017-04-04
15853,2018-04-01
15854,2021-11-06
15855,2018-05-14
15856,2017-03-10
15857,2018-07-06
15858,2019-09-23
15859,2018-08-23
15860,2019-10-12
15861,2018-06-28
15862,2017-10-27
15863,2019-04-14
15864,2017-07-25
15865,2020-02-13
15866,2019-10-30
15867,2018-04-17
15868,2019-12-26
15869,2018-02-24
15870,2017-02-24
15871,2019-03-14
15872,2021-11-06
15873,2017-06-27
15874,2017-08-25
15875,2021-11-06
15876,2018-12-08
15877,2019-06-10
15878,2017-09-07
15879,2021-11-06
15880,2018-01-08
15881,2018-09-09
15882,2017-07-22
15883,2019-01-08
15884,2017-05-23
15885,2018-08-17
15886,2017-12-16
15887,2019-04-22
15888,2018-07-30
15889,2017-05-16
15890,2021-11-06
15891,2017-11-26
15892,2017-11-15
15893,2018-02-05
15894,2018-04-20
15895,2021-11-06
15896,2018-02-08
15897,2019-11-22
15898,2019-01-21
15899,2021-11-06
15900,2019-12-02
15901,2021-11-06
15902,2019-09-14
15903,2017-12-10
15904,2021-11-06
15905,2018-05-04
15906,2019-09-01
15907,2018-07-17
15908,2018-07-19
15909,2021-11-06
15910,2021-11-06
15911,2017-09-15
15912,2021-11-06
15913,2019-11-15
15914,2017-06-17
15915,2017-05-02
15916,2021-11-06
15917,2017-09-25
15918,2017-12-23
15919,2020-02-13
15920,2018-05-21
15921,2021-11-06
15922,2017-05-30
15923,2021-11-06
15924,2017-06-16
15925,2019-08-25
15926,2018-09-08
15927,2017-02-04
15928,2018-07-19
15929,2018-05-18
15930,2018-05-31
15931,2018-03-05
15932,2019-02-07
15933,2019-04-07
15934,2018-11-30
15935,2017-06-13
15936,2021-11-06
15937,2017-12-14
15938,2021-11-06
15939,2018-06-06
15940,2021-11-06
15941,2018-07-21
15942,2019-07-07
15943,2017-04-03
15944,2019-09-28
15945,2017-04-12
15946,2018-09-26
15947,2018-01-22
15948,2017-05-12
15949,2017-05-08
15950,2021-11-06
15951,2021-11-06
15952,2018-06-07
15953,2017-05-11
15954,2017-02-12
15955,2019-02-14
15956,2017-02-26
15957,2020-01-16
15958,2018-03-30
15959,2017-08-28
15960,2018-06-10
15961,2019-07-19
15962,2018-08-26
15963,2020-01-12
15964,2019-03-15
15965,2018-03-21
15966,2018-09-24
15967,2017-10-02
15968,2019-10-01
15969,2017-08-07
15970,2019-06-17
15971,2017-02-27
15972,2017-07-20
15973,2017-06-27
15974,2021-11-06
15975,2017-05-13
15976,2018-04-06
15977,2019-07-17
15978,2018-05-03
15979,2017-07-18
15980,2019-09-03
15981,2021-11-06
15982,2018-01-19
15983,2021-11-06
15984,2019-08-19
15985,2021-11-06
15986,2018-11-27
15987,2018-12-22
15988,2018-12-21
15989,2018-05-04
15990,2018-12-03
15991,2019-12-20
15992,2017-06-15
15993,2021-11-06
15994,2018-10-10
15995,2017-06-03
15996,2021-11-06
15997,2019-05-20
15998,2021-11-06
15999,2021-11-06
16000,2018-08-24
16001,2019-04-16
16002,2018-10-07
16003,2017-07-19
16004,2019-08-29
16005,2017-09-09
16006,2017-05-12
16007,2018-05-30
16008,2019-10-28
16009,2019-03-04
16010,2018-09-08
16011,2017-01-06
16012,2018-08-26
16013,2018-02-04
16014,2019-11-13
16015,2017-05-19
16016,2017-07-07
16017,2019-09-11
16018,2018-11-02
16019,2021-11-06
16020,2018-05-05
16021,2018-09-15
16022,2018-04-12
16023,2019-02-18
16024,2021-11-06
16025,2018-03-31
16026,2018-06-16
16027,2019-11-13
16028,2017-12-23
16029,2021-11-06
16030,2018-11-19
16031,2019-11-15
16032,2021-11-06
16033,2019-06-21
16034,2018-12-02
16035,2019-08-22
16036,2019-07-31
16037,2021-11-06
16038,2021-11-06
16039,2018-02-25
16040,2017-08-05
16041,2019-09-10
16042,2021-11-06
16043,2018-05-07
16044,2019-02-17
16045,2018-08-08
16046,2018-06-23
16047,2021-11-06
16048,2017-05-09
16049,2018-01-17
16050,2018-01-31
16051,2018-08-30
16052,2019-06-01
16053,2018-03-15
16054,2021-11-06
16055,2017-08-06
16056,2018-05-26
16057,2019-06-28
16058,2019-10-05
16059,2021-11-06
16060,2021-11-06
16061,2020-02-11
16062,2018-12-23
16063,2018-11-02
16064,2018-12-02
16065,2019-06-15
16066,2021-11-06
16067,2018-09-19
16068,2018-12-07
16069,2018-04-25
16070,2018-11-01
16071,2018-07-02
16072,2017-02-11
16073,2021-11-06
16074,2018-12-26
16075,2017-09-14
16076,2018-10-09
16077,2021-11-06
16078,2019-06-29
16079,2019-07-10
16080,2017-12-14
16081,2019-10-07
16082,2017-05-29
16083,2017-02-13
16084,2020-02-17
16085,2017-02-28
16086,2019-06-26
16087,2019-12-22
16088,2017-05-06
16089,2019-08-01
16090,2018-01-23
16091,2019-05-28
16092,2017-04-27
16093,2019-06-28
16094,2019-10-13
16095,2018-01-28
16096,2021-11-06
16097,2017-05-07
16098,2018-07-27
16099,2018-02-08
16100,2018-10-10
16101,2017-02-02
16102,2019-09-13
16103,2019-08-02
16104,2019-03-21
16105,2019-07-04
16106,2021-11-06
16107,2020-02-03
16108,2020-01-25
16109,2019-09-25
16110,2019-02-28
16111,2018-08-11
16112,2018-04-29
16113,2018-08-14
16114,2017-06-22
16115,2019-12-21
16116,2021-11-06
16117,2018-05-22
16118,2021-11-06
16119,2017-05-07
16120,2021-11-06
16121,2018-03-25
16122,2017-09-10
16123,2018-06-03
16124,2021-11-06
16125,2021-11-06
16126,2019-09-22
16127,2018-09-08
16128,2018-12-22
16129,2021-11-06
16130,2017-03-12
16131,2021-11-06
16132,2021-11-06
16133,2018-01-11
16134,2020-01-12
16135,2018-08-29
16136,2019-02-20
16137,2018-08-22
16138,2018-04-23
16139,2017-06-04
16140,2019-06-05
16141,2017-04-05
16142,2017-10-30
16143,2019-05-14
16144,2019-01-28
16145,2017-06-13
16146,2019-02-13
16147,2017-07-08
16148,2018-02-17
16149,2019-05-12
16150,2018-11-18
16151,2019-07-25
16152,2018-05-26
16153,2017-12-15
16154,2017-07-02
16155,2017-08-22
16156,2018-07-11
16157,2017-08-26
16158,2020-01-14
16159,2017-03-25
16160,2021-11-06
16161,2019-10-04
16162,2018-07-12
16163,2018-02-26
16164,2019-04-05
16165,2021-11-06
16166,2017-09-20
16167,2017-08-01
16168,2020-01-22
16169,2018-11-08
16170,2021-11-06
16171,2018-12-02
16172,2021-11-06
16173,2017-09-21
16174,2018-08-24
16175,2018-05-02
16176,2019-09-10
16177,2017-12-15
16178,2018-01-07
16179,2018-07-17
16180,2018-07-12
16181,2018-12-05
16182,2019-04-10
16183,2019-03-07
16184,2020-02-11
16185,2018-08-11
16186,2021-11-06
16187,2017-10-27
16188,2018-09-20
16189,2021-11-06
16190,2018-01-31
16191,2017-09-05
16192,2019-03-18
16193,2017-09-20
16194,2019-08-23
16195,2019-04-17
16196,2017-05-10
16197,2021-11-06
16198,2017-11-14
16199,2019-05-14
16200,2019-12-17
16201,2021-11-06
16202,2017-05-24
16203,2019-08-21
16204,2021-11-06
16205,2017-08-04
16206,2018-12-07
16207,2018-03-08
16208,2018-02-20
16209,2018-07-15
16210,2017-07-12
16211,2017-11-16
16212,2018-01-07
16213,2017-10-12
16214,2019-11-05
16215,2017-05-08
16216,2019-05-07
16217,2021-11-06
16218,2021-11-06
16219,2019-10-13
16220,2021-11-06
16221,2019-02-28
16222,2019-04-18
16223,2021-11-06
16224,2017-08-10
16225,2017-07-12
16226,2018-07-16
16227,2018-04-08
16228,2018-10-13
16229,2018-05-04
16230,2019-10-22
16231,2018-01-18
16232,2018-05-14
16233,2020-02-01
16234,2021-11-06
16235,2021-11-06
16236,2018-11-11
16237,2018-01-07
16238,2019-03-07
16239,2017-12-27
16240,2021-11-06
16241,2021-11-06
16242,2019-09-02
16243,2020-01-05
16244,2018-08-18
16245,2021-11-06
16246,2017-08-24
16247,2018-01-26
16248,2019-06-27
16249,2017-03-22
16250,2021-11-06
16251,2017-10-25
16252,2017-07-02
16253,2021-11-06
16254,2019-09-14
16255,2017-07-28
16256,2018-06-16
16257,2017-02-13
16258,2017-07-14
16259,2017-02-02
16260,2017-08-06
16261,2017-04-22
16262,2021-11-06
16263,2018-02-12
16264,2017-05-12
16265,2020-01-26
16266,2020-01-23
16267,2019-04-27
16268,2019-09-04
16269,2018-08-24
16270,2019-04-01
16271,2017-03-05
16272,2019-10-09
16273,2020-01-10
16274,2017-10-02
16275,2017-02-03
16276,2021-11-06
16277,2019-02-28
16278,2018-01-19
16279,2019-07-30
16280,2018-11-26
16281,2017-12-09
16282,2018-02-06
16283,2019-01-11
16284,2021-11-06
16285,2021-11-06
16286,2019-04-29
16287,2018-11-11
16288,2019-05-26
16289,2017-10-08
16290,2017-04-22
16291,2019-12-08
16292,2017-03-04
16293,2021-11-06
16294,2018-05-15
16295,2019-08-09
16296,2019-01-23
16297,2018-07-18
16298,2021-11-06
16299,2021-11-06
16300,2018-05-24
16301,2019-11-26
16302,2019-08-19
16303,2017-09-28
16304,2021-11-06
16305,2020-01-09
16306,2017-11-26
16307,2017-06-13
16308,2021-11-06
16309,2021-11-06
16310,2018-04-17
16311,2017-07-04
16312,2019-04-18
16313,2021-11-06
16314,2018-07-16
16315,2018-10-30
16316,2020-02-07
16317,2017-07-29
16318,2017-06-16
16319,2021-11-06
16320,2021-11-06
16321,2018-04-11
16322,2019-04-03
16323,2019-12-02
16324,2017-10-03
16325,2019-02-03
16326,2019-11-13
16327,2019-08-05
16328,2017-03-15
16329,2021-11-06
16330,2017-12-16
16331,2017-01-12
16332,2019-10-27
16333,2019-06-14
16334,2018-06-17
16335,2017-12-29
16336,2018-09-20
16337,2019-06-20
16338,2018-07-12
16339,2017-11-27
16340,2018-07-05
16341,2017-12-18
16342,2017-02-28
16343,2020-01-14
16344,2019-03-28
16345,2017-06-24
16346,2019-04-24
16347,2021-11-06
16348,2021-11-06
16349,2020-02-10
16350,2018-08-22
16351,2019-02-17
16352,2021-11-06
16353,2018-12-24
16354,2021-11-06
16355,2021-11-06
16356,2018-08-07
16357,2021-11-06
16358,2019-10-23
16359,2018-04-12
16360,2020-01-15
16361,2018-09-10
16362,2018-09-29
16363,2017-10-26
16364,2018-12-20
16365,2021-11-06
16366,2021-11-06
16367,2018-03-16
16368,2018-11-02
16369,2017-11-02
16370,2018-01-11
16371,2021-11-06
16372,2018-01-19
16373,2021-11-06
16374,2018-12-10
16375,2017-04-17
16376,2018-03-19
16377,2017-05-09
16378,2018-09-22
16379,2018-12-18
16380,2019-05-05
16381,2018-07-05
16382,2017-09-26
16383,2021-11-06
16384,2019-09-01
16385,2017-05-16
16386,2017-03-12
16387,2017-03-06
16388,2021-11-06
16389,2018-06-05
16390,2017-08-23
16391,2018-01-10
16392,2018-03-09
16393,2021-11-06
16394,2019-03-22
16395,2021-11-06
16396,2018-11-03
16397,2018-05-15
16398,2017-04-22
16399,2018-10-28
16400,2018-12-10
16401,2021-11-06
16402,2019-10-08
16403,2018-10-30
16404,2021-11-06
16405,2021-11-06
16406,2017-11-14
16407,2019-09-12
16408,2018-05-13
16409,2019-04-23
16410,2020-02-05
16411,2019-06-05
16412,2017-02-04
16413,2017-04-27
16414,2019-11-17
16415,2018-08-08
16416,2017-07-13
16417,2021-11-06
16418,2021-11-06
16419,2018-02-15
16420,2018-05-16
16421,2020-01-26
16422,2021-11-06
16423,2017-02-04
16424,2019-12-24
16425,2017-09-11
16426,2018-06-09
16427,2019-12-13
16428,2018-04-02
16429,2018-04-24
16430,2019-11-03
16431,2021-11-06
16432,2017-05-26
16433,2019-11-11
16434,2018-04-21
16435,2019-11-17
16436,2019-06-06
16437,2018-05-26
16438,2017-10-11
16439,2021-11-06
16440,2019-11-07
16441,2021-11-06
16442,2019-02-08
16443,2021-11-06
16444,2017-02-27
16445,2017-04-08
16446,2017-03-26
16447,2018-04-30
16448,2017-02-24
16449,2019-09-21
16450,2021-11-06
16451,2018-05-29
16452,2017-04-05
16453,2017-02-09
16454,2017-05-21
16455,2019-11-01
16456,2017-01-22
16457,2021-11-06
16458,2019-05-13
16459,2019-09-24
16460,2021-11-06
16461,2018-03-21
16462,2017-09-23
16463,2021-11-06
16464,2018-02-18
16465,2018-08-16
16466,2020-01-26
16467,2017-03-24
16468,2019-08-19
16469,2017-07-03
16470,2021-11-06
16471,2019-08-29
16472,2018-03-27
16473,2018-07-29
16474,2017-10-10
16475,2021-11-06
16476,2018-12-19
16477,2018-11-03
16478,2019-01-04
16479,2018-06-28
16480,2017-09-03
16481,2017-04-01
16482,2021-11-06
16483,2019-08-21
16484,2017-03-01
16485,2017-06-03
16486,2018-12-03
16487,2018-01-11
16488,2019-08-10
16489,2017-06-20
16490,2019-08-15
16491,2019-03-25
16492,2017-06-24
16493,2017-04-29
16494,2018-01-16
16495,2018-08-31
16496,2017-07-05
16497,2019-07-02
16498,2018-02-18
16499,2019-07-11
16500,2019-01-28
16501,2017-06-11
16502,2021-11-06
16503,2017-07-03
16504,2018-01-23
16505,2019-04-24
16506,2019-06-24
16507,2019-09-10
16508,2021-11-06
16509,2018-05-16
16510,2019-06-10
16511,2021-11-06
16512,2017-09-11
16513,2021-11-06
16514,2021-11-06
16515,2019-06-21
16516,2018-06-11
16517,2018-07-30
16518,2018-09-22
16519,2019-05-04
16520,2020-02-12
16521,2019-12-20
16522,2021-11-06
16523,2018-03-17
16524,2021-11-06
16525,2019-11-22
16526,2017-04-15
16527,2019-07-13
16528,2020-02-09
16529,2017-05-31
16530,2018-05-07
16531,2017-02-11
16532,2017-04-18
16533,2018-08-24
16534,2018-12-15
16535,2021-11-06
16536,2018-04-04
16537,2019-01-13
16538,2017-04-27
16539,2017-03-01
16540,2018-11-24
16541,2021-11-06
16542,2018-06-21
16543,2018-05-01
16544,2018-09-02
16545,2021-11-06
16546,2020-01-18
16547,2021-11-06
16548,2019-02-24
16549,2021-11-06
16550,2019-11-20
16551,2018-01-16
16552,2017-10-19
16553,2021-11-06
16554,2018-07-05
16555,2019-08-29
16556,2017-05-29
16557,2017-03-06
16558,2019-09-27
16559,2018-04-10
16560,2019-11-23
16561,2018-12-06
16562,2021-11-06
16563,2021-11-06
16564,2018-04-07
16565,2021-11-06
16566,2017-03-21
16567,2021-11-06
16568,2018-03-06
16569,2021-11-06
16570,2021-11-06
16571,2017-05-06
16572,2019-05-05
16573,2017-10-22
16574,2020-01-23
16575,2018-08-02
16576,2019-10-13
16577,2018-11-11
16578,2018-02-14
16579,2021-11-06
16580,2019-05-31
16581,2021-11-06
16582,2021-11-06
16583,2019-12-25
16584,2017-01-04
16585,2021-11-06
16586,2021-11-06
16587,2017-12-04
16588,2021-11-06
16589,2019-02-07
16590,2021-11-06
16591,2019-10-28
16592,2018-04-06
16593,2019-07-06
16594,2021-11-06
16595,2021-11-06
16596,2019-10-24
16597,2021-11-06
16598,2017-11-16
16599,2018-08-13
16600,2017-11-21
16601,2018-05-09
16602,2018-06-16
16603,2019-04-12
16604,2017-09-29
16605,2019-07-14
16606,2019-01-20
16607,2019-11-09
16608,2018-05-20
16609,2017-10-09
16610,2020-02-14
16611,2018-04-18
16612,2018-03-28
16613,2019-12-30
16614,2021-11-06
16615,2019-10-12
16616,2021-11-06
16617,2021-11-06
16618,2017-05-31
16619,2017-05-15
16620,2019-11-28
16621,2018-11-21
16622,2017-09-29
16623,2019-04-29
16624,2019-05-04
16625,2018-10-24
16626,2017-07-17
16627,2019-05-19
16628,2019-06-16
16629,2021-11-06
16630,2019-06-27
16631,2017-10-01
16632,2018-01-09
16633,2017-03-18
16634,2017-04-06
16635,2018-07-28
16636,2021-11-06
16637,2018-05-22
16638,2019-05-04
16639,2018-07-31
16640,2018-03-06
16641,2019-10-14
16642,2018-08-03
16643,2018-03-17
16644,2021-11-06
16645,2018-06-25
16646,2021-11-06
16647,2021-11-06
16648,2017-08-10
16649,2020-01-29
16650,2019-01-22
16651,2019-03-13
16652,2019-07-26
16653,2017-06-26
16654,2017-11-09
16655,2021-11-06
16656,2017-12-09
16657,2019-08-14
16658,2021-11-06
16659,2017-02-25
16660,2019-11-06
16661,2018-08-17
16662,2019-06-26
16663,2020-02-05
16664,2020-01-16
16665,2018-09-03
16666,2018-10-14
16667,2021-11-06
16668,2018-06-09
16669,2021-11-06
16670,2019-08-15
16671,2018-09-03
16672,2019-02-08
16673,2021-11-06
16674,2017-05-30
16675,2019-06-18
16676,2017-11-29
16677,2019-11-23
16678,2021-11-06
16679,2017-02-13
16680,2018-07-06
16681,2021-11-06
16682,2018-07-29
16683,2021-11-06
16684,2017-03-02
16685,2021-11-06
16686,2018-07-10
16687,2017-03-26
16688,2017-04-27
16689,2017-11-01
16690,2018-11-25
16691,2019-12-17
16692,2018-06-20
16693,2017-03-29
16694,2018-01-23
16695,2019-11-29
16696,2019-05-14
16697,2018-04-04
16698,2018-03-30
16699,2019-11-17
16700,2017-08-13
16701,2019-02-04
16702,2021-11-06
16703,2017-12-19
16704,2018-01-18
16705,2018-05-15
16706,2018-01-05
16707,2018-12-16
16708,2018-11-19
16709,2018-12-22
16710,2021-11-06
16711,2019-01-19
16712,2018-07-07
16713,2020-01-12
16714,2021-11-06
16715,2017-06-18
16716,2021-11-06
16717,2019-11-15
16718,2017-06-27
16719,2019-09-22
16720,2019-04-04
16721,2017-05-20
16722,2019-09-22
16723,2018-06-10
16724,2018-07-17
16725,2019-12-04
16726,2017-11-13
16727,2017-07-05
16728,2018-03-12
16729,2017-05-04
16730,2017-08-19
16731,2018-04-09
16732,2019-06-25
16733,2019-04-11
16734,2021-11-06
16735,2017-09-19
16736,2017-03-02
16737,2019-05-08
16738,2018-09-07
16739,2017-11-17
16740,2021-11-06
16741,2019-12-02
16742,2019-06-04
16743,2021-11-06
16744,2017-11-12
16745,2018-07-19
16746,2021-11-06
16747,2021-11-06
16748,2017-09-08
16749,2021-11-06
16750,2017-02-15
16751,2017-04-25
16752,2021-11-06
16753,2020-01-10
16754,2017-08-17
16755,2021-11-06
16756,2019-01-20
